순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
536,127120,디엔에이링크,"23,000","0","0.0","0","0","0","0","0","318,956,916,000","0.02","13,867,692",,,
537,002100,경농,"14,650","-650","-4.2","384,511","5,628,550,500","15,100","15,350","14,150","317,784,137,500","0.02","21,691,750",,,
538,025770,한국정보통신,"8,480","-270","-3.1","56,449","483,300,600","8,800","8,850","8,370","317,527,418,080","0.02","37,444,271",,,
539,012610,경인양행,"7,690","-350","-4.4","1,616,324","12,824,300,680","8,000","8,290","7,610","316,800,046,850","0.02","41,196,365",,,
540,175250,아이큐어,"42,700","-2,200","-4.9","193,669","8,431,096,350","45,300","46,050","42,500","316,164,250,500","0.02","7,404,315",,,
541,013120,동원개발,"3,475","-155","-4.3","243,069","847,394,335","3,630","3,640","3,385","315,558,147,500","0.02","90,808,100",,,
542,213500,한솔제지,"13,250","-600","-4.3","349,969","4,733,589,250","13,900","14,100","13,200","315,357,632,000","0.02","23,800,576",,,
543,079430,현대리바트,"15,300","-800","-5.0","448,824","6,960,899,500","16,100","16,300","15,100","314,189,814,600","0.02","20,535,282",,,
544,001725,신영증권우,"44,350","-1,550","-3.4","2,363","105,796,350","45,900","46,150","44,200","312,834,389,050","0.02","7,053,763",,,
545,298000,효성화학,"97,800","-5,700","-5.5","47,533","4,723,057,600","102,500","103,500","97,700","311,994,322,800","0.02","3,190,126",,,
546,072520,제넨바이오,"3,265","15","0.5","8,847,345","28,843,639,120","3,255","3,370","3,130","308,823,691,595","0.02","94,586,123",,,
547,000050,경방,"11,250","450","4.2","59,547","635,614,850","10,800","11,250","10,200","308,421,787,500","0.02","27,415,270",,,
548,002960,한국쉘석유,"236,000","-7,500","-3.1","5,835","1,387,468,500","243,500","244,000","234,500","306,800,000,000","0.02","1,300,000",,,
549,195870,해성디에스,"18,000","-1,250","-6.5","399,110","7,309,426,700","19,100","19,300","17,900","306,000,000,000","0.02","17,000,000",,,
550,104830,원익머트리얼즈,"24,250","-2,100","-8.0","166,160","4,100,179,650","26,250","26,300","24,050","305,744,000,000","0.02","12,608,000",,,
551,004690,삼천리,"75,200","-1,500","-2.0","11,614","873,941,800","76,700","77,300","74,100","304,937,880,000","0.02","4,055,025",,,
552,265520,AP시스템,"21,050","-1,500","-6.6","420,218","9,021,018,200","22,400","22,400","21,000","304,808,778,350","0.02","14,480,227",,,
553,068400,SK렌터카,"8,490","-420","-4.7","106,279","909,553,750","8,900","8,900","8,400","303,646,038,600","0.02","35,765,140",,,
554,101360,이엔드디,"30,050","50","0.2","603,490","18,447,396,500","29,850","31,900","29,100","302,558,244,700","0.02","10,068,494",,,
555,232140,와이아이케이,"4,530","-470","-9.4","1,996,060","9,283,819,375","4,990","4,995","4,485","302,505,866,610","0.02","66,778,337",,,
556,293780,압타바이오,"27,350","-1,150","-4.0","295,627","8,187,512,350","28,300","29,300","26,850","301,293,972,550","0.02","11,016,233",,,
557,322000,현대에너지솔루션,"26,900","-2,050","-7.1","331,645","9,142,907,500","29,050","29,350","26,650","301,280,000,000","0.02","11,200,000",,,
558,237880,클리오,"17,500","-1,000","-5.4","214,040","3,795,522,350","18,500","18,550","17,300","300,126,540,000","0.02","17,150,088",,,
559,036930,주성엔지니어링,"6,220","-540","-8.0","1,289,176","8,212,295,810","6,750","6,750","6,170","300,110,098,640","0.02","48,249,212",,,
560,002780,진흥기업,"2,060","-140","-6.4","280,612","583,775,565","2,215","2,215","2,020","299,671,794,700","0.02","145,471,745",,,
561,298540,더네이쳐홀딩스,"41,600","-3,000","-6.7","112,451","4,710,145,800","44,600","44,600","40,950","299,447,366,400","0.02","7,198,254",,,
562,001780,알루코,"4,000","-540","-11.9","10,141,427","42,047,134,805","4,390","4,480","3,955","298,859,764,000","0.02","74,714,941",,,
563,063160,종근당바이오,"54,400","1,900","3.6","959,698","51,874,559,300","52,900","55,900","51,500","298,436,332,800","0.02","5,485,962",,,
564,093320,케이아이엔엑스,"61,000","-2,200","-3.5","49,691","3,044,588,600","63,200","63,600","60,200","297,680,000,000","0.02","4,880,000",,,
565,037560,LG헬로비전,"3,820","-235","-5.8","538,911","2,096,906,290","4,015","4,040","3,800","295,847,024,300","0.02","77,446,865",,,
566,058110,멕아이씨에스,"43,700","-900","-2.0","419,459","18,944,003,350","44,050","46,700","43,550","295,779,822,900","0.02","6,768,417",,,
567,131390,피앤이솔루션,"19,950","-1,700","-7.8","915,019","18,578,015,650","21,250","21,550","19,700","295,637,254,500","0.02","14,818,910",,,
568,102460,이연제약,"17,600","-550","-3.0","262,706","4,660,930,700","18,300","18,750","17,050","295,152,000,000","0.02","16,770,000",,,
569,228670,레이,"44,300","50","0.1","258,837","11,675,982,150","44,900","46,850","44,000","294,739,728,100","0.02","6,653,267",,,
570,234080,JW생명과학,"18,550","-700","-3.6","189,814","3,565,705,600","19,250","19,450","18,350","293,730,976,700","0.02","15,834,554",,,
571,023410,유진기업,"3,790","-220","-5.5","976,535","3,775,873,600","3,995","4,010","3,785","293,008,170,770","0.02","77,310,863",,,
572,058650,세아홀딩스,"72,600","-1,400","-1.9","400","29,353,600","74,000","74,400","72,600","290,400,000,000","0.02","4,000,000",,,
573,039860,나노엔텍,"10,850","100","0.9","1,531,351","16,780,904,050","10,800","11,350","10,500","290,377,757,950","0.02","26,762,927",,,
574,002240,고려제강,"14,450","-1,000","-6.5","109,423","1,622,474,250","15,250","15,300","14,450","289,000,000,000","0.02","20,000,000",,,
575,094280,효성ITX,"25,000","-1,100","-4.2","61,485","1,543,146,900","26,100","26,350","24,650","288,955,000,000","0.02","11,558,200",,,
576,087010,펩트론,"18,800","-850","-4.3","254,555","4,852,548,450","19,500","20,100","18,550","288,138,200,000","0.02","15,326,500",,,
577,000480,조선내화,"72,000","-300","-0.4","4,362","311,271,700","72,300","73,200","70,400","288,000,000,000","0.02","4,000,000",,,
578,060980,한라홀딩스,"27,300","-1,800","-6.2","91,462","2,535,508,900","28,700","29,000","27,200","285,887,511,000","0.02","10,472,070",,,
579,007810,코리아써키트,"12,100","-950","-7.3","594,786","7,226,202,250","13,100","13,150","11,800","285,811,087,100","0.02","23,620,751",,,
580,243840,신흥에스이씨,"42,200","-2,800","-6.2","125,500","5,357,532,750","44,450","44,900","41,800","285,631,797,200","0.02","6,768,526",,,
581,089970,에이피티씨,"12,250","-800","-6.1","252,522","3,068,357,850","13,050","13,150","11,800","284,623,788,750","0.02","23,234,595",,,
582,078020,이베스트투자증권,"5,130","-210","-3.9","516,059","2,630,057,720","5,340","5,340","4,995","284,618,504,700","0.02","55,481,190",,,
583,016580,환인제약,"15,200","-500","-3.2","155,869","2,374,072,450","15,650","15,750","14,950","282,721,064,000","0.02","18,600,070",,,
584,001390,KG케미칼,"21,700","300","1.4","751,780","16,319,627,550","21,600","22,800","20,650","282,387,134,400","0.02","13,013,232",,,
585,095720,웅진씽크빅,"2,400","-115","-4.6","851,016","2,058,102,295","2,505","2,520","2,380","281,763,820,800","0.02","117,401,592",,,
586,004430,송원산업,"11,700","-750","-6.0","308,830","3,681,224,350","12,350","12,350","11,600","280,800,000,000","0.02","24,000,000",,,
587,28513K,SK케미칼우,"192,500","-14,000","-6.8","103,917","20,160,702,000","202,000","205,500","188,000","280,793,975,000","0.02","1,458,670",,,
588,018290,브이티지엠피,"8,250","-400","-4.6","541,852","4,521,181,470","8,650","8,650","8,220","280,517,168,250","0.02","34,002,081",,,
589,152330,코리아오토글라스,"14,000","-750","-5.1","153,676","2,186,848,300","14,750","14,950","13,950","280,000,000,000","0.02","20,000,000",,,
590,207760,미스터블루,"11,350","-750","-6.2","636,500","7,338,717,100","12,200","12,300","11,150","278,245,295,400","0.02","24,515,004",,,
591,001130,대한제분,"164,500","-8,000","-4.6","19,865","3,281,495,500","173,500","175,000","158,000","278,005,000,000","0.02","1,690,000",,,
592,001500,현대차증권,"9,470","-440","-4.4","139,783","1,337,788,550","9,900","9,920","9,400","277,822,441,170","0.01","29,337,111",,,
593,033180,필룩스,"3,080","-135","-4.2","1,743,176","5,421,437,270","3,175","3,235","3,045","277,332,834,240","0.01","90,043,128",,,
594,038460,바이오스마트,"13,800","350","2.6","3,331,593","46,083,801,400","13,100","14,750","12,850","277,211,640,000","0.01","20,087,800",,,
595,067080,대화제약,"15,200","850","5.9","9,149,929","147,938,091,450","14,200","17,500","14,150","277,019,604,800","0.01","18,224,974",,,
596,005420,코스모화학,"10,600","-700","-6.2","1,281,436","13,781,700,400","11,300","11,450","10,400","276,774,745,000","0.01","26,110,825",,,
597,034120,SBS,"15,150","-250","-1.6","135,940","2,068,130,400","15,450","15,650","15,000","276,526,617,300","0.01","18,252,582",,,
598,052710,아모텍,"28,300","-2,050","-6.8","180,804","5,180,727,200","30,400","30,650","27,800","275,738,389,800","0.01","9,743,406",,,
599,018000,유니슨,"2,485","80","3.3","42,586,546","102,974,171,105","2,370","2,575","2,155","275,083,354,595","0.01","110,697,527",,,
600,029460,케이씨,"20,250","-1,300","-6.0","141,728","2,924,367,500","21,700","21,850","20,000","274,469,391,000","0.01","13,554,044",,,
601,122900,아이마켓코리아,"7,750","-280","-3.5","146,609","1,141,647,350","7,990","8,030","7,610","274,298,385,000","0.01","35,393,340",,,
602,00088K,한화3우B,"12,200","-400","-3.2","125,237","1,541,594,150","12,650","12,700","12,100","274,158,400,000","0.01","22,472,000",,,
603,251370,와이엠티,"18,500","-3,050","-14.2","675,503","13,055,277,400","20,350","20,800","18,250","273,992,400,000","0.01","14,810,400",,,
604,001520,동양,"1,140","-5","-0.4","3,444,783","3,843,824,625","1,140","1,170","1,070","272,099,831,820","0.01","238,684,063",,,
605,136480,하림,"2,560","-140","-5.2","1,234,857","3,186,117,895","2,670","2,700","2,540","271,896,837,120","0.01","106,209,702",,,
606,052020,에스티큐브,"8,940","-540","-5.7","550,951","4,987,980,400","9,400","9,400","8,800","271,641,980,460","0.01","30,385,009",,,
607,272450,진에어,"9,020","-450","-4.8","180,118","1,647,313,890","9,440","9,450","8,990","270,600,000,000","0.01","30,000,000",,,
608,086390,유니테스트,"12,750","-1,200","-8.6","997,300","12,935,260,550","13,850","13,950","12,500","269,460,106,500","0.01","21,134,126",,,
609,003300,한일홀딩스,"44,950","-200","-0.4","10,213","458,768,100","45,300","45,550","44,500","269,446,302,200","0.01","5,994,356",,,
610,200670,휴메딕스,"27,000","-750","-2.7","92,354","2,488,922,700","27,750","27,750","26,500","269,222,238,000","0.01","9,971,194",,,
611,002720,국제약품,"14,600","950","7.0","31,702,208","507,305,927,300","15,150","17,350","14,100","268,647,592,000","0.01","18,400,520",,,
612,017940,E1,"39,150","-1,000","-2.5","49,598","1,966,596,850","40,750","40,750","39,050","268,569,000,000","0.01","6,860,000",,,
613,065680,우주일렉트로,"27,000","-2,600","-8.8","137,803","3,819,602,000","29,600","29,650","26,600","268,223,940,000","0.01","9,934,220",,,
614,214390,경보제약,"11,200","-50","-0.4","372,348","4,261,884,300","11,500","11,900","10,800","267,756,832,000","0.01","23,906,860",,,
615,060570,드림어스컴퍼니,"4,690","-250","-5.1","197,266","940,512,710","4,895","4,940","4,680","266,672,682,430","0.01","56,859,847",,,
616,015860,일진홀딩스,"5,390","-280","-4.9","968,957","5,304,505,140","5,700","5,830","5,260","265,982,933,370","0.01","49,347,483",,,
617,071055,한국금융지주우,"45,350","-2,250","-4.7","77,417","3,538,675,050","47,450","47,450","44,800","265,671,682,850","0.01","5,858,251",,,
618,068330,일신바이오,"5,990","60","1.0","19,515,928","119,482,175,130","6,030","6,430","5,690","264,854,678,600","0.01","44,216,140",,,
619,092130,이크레더블,"21,900","-750","-3.3","45,906","1,011,478,500","22,650","22,800","21,700","263,754,840,000","0.01","12,043,600",,,
620,004710,한솔테크닉스,"8,180","-510","-5.9","707,080","5,851,423,390","8,550","8,780","8,070","262,658,802,040","0.01","32,109,878",,,
621,148150,세경하이테크,"22,500","-1,900","-7.8","458,299","10,521,100,650","24,100","24,300","22,450","261,945,000,000","0.01","11,642,000",,,
622,051370,인터플렉스,"11,200","-900","-7.4","388,265","4,391,399,500","12,050","12,050","10,950","261,267,686,400","0.01","23,327,472",,,
623,317330,덕산테코피아,"14,200","200","1.4","993,748","14,884,528,450","14,950","15,950","13,950","260,959,477,600","0.01","18,377,428",,,
624,061040,알에프텍,"10,300","-1,000","-8.8","4,381,128","45,815,261,940","11,200","11,400","9,950","260,868,666,500","0.01","25,327,055",,,
625,040910,아이씨디,"14,650","-1,000","-6.4","820,396","12,280,724,650","15,350","15,700","14,400","260,809,481,750","0.01","17,802,695",,,
626,089600,나스미디어,"29,750","-1,750","-5.6","72,886","2,214,339,800","31,600","31,650","29,500","260,452,057,250","0.01","8,754,691",,,
627,143240,사람인에이치알,"22,300","-1,200","-5.1","58,950","1,323,775,950","23,300","23,400","21,950","260,001,564,900","0.01","11,659,263",,,
628,023900,풍국주정,"20,600","-850","-4.0","161,502","3,388,742,250","21,500","22,100","20,150","259,560,000,000","0.01","12,600,000",,,
629,064260,다날,"3,820","-10","-0.3","1,888,693","7,151,582,215","3,805","3,885","3,700","258,058,415,380","0.01","67,554,559",,,
630,101060,SBS미디어홀딩스,"1,840","-15","-0.8","128,075","235,847,740","1,885","1,885","1,830","257,408,989,600","0.01","139,896,190",,,
631,016250,이테크건설,"91,500","-1,000","-1.1","18,749","1,711,977,900","91,300","94,600","89,200","256,200,000,000","0.01","2,800,000",,,
632,095340,ISC,"18,100","-1,850","-9.3","605,754","11,169,433,100","19,700","19,900","17,450","255,979,394,800","0.01","14,142,508",,,
633,208340,파멥신,"18,400","-950","-4.9","276,690","5,146,367,950","19,300","19,800","17,950","255,285,004,000","0.01","13,874,185",,,
634,065950,웰크론,"9,030","1,180","15.0","92,267,104","834,921,983,110","8,060","9,740","8,000","254,928,657,060","0.01","28,231,302",,,
635,121440,골프존뉴딘홀딩스,"5,940","50","0.8","393,476","2,316,203,070","5,920","5,960","5,710","254,450,698,920","0.01","42,836,818",,,
636,115180,큐리언트,"29,450","-850","-2.8","312,772","9,412,361,600","31,050","31,300","28,750","254,022,918,700","0.01","8,625,566",,,
637,272550,삼양패키징,"17,850","-750","-4.0","28,040","505,201,300","18,600","18,600","17,550","253,645,001,400","0.01","14,209,804",,,
638,002810,삼영무역,"13,700","-100","-0.7","72,185","993,777,000","13,900","14,050","13,500","252,997,187,600","0.01","18,466,948",,,
639,950180,SNK,"12,000","-300","-2.4","80,800","968,787,400","12,350","12,350","11,800","252,741,600,000","0.01","21,061,800",,,
640,078590,OQP,"3,355","120","3.7","8,203,688","28,345,053,350","3,250","3,755","3,250","252,565,517,215","0.01","75,280,333",,,
641,002990,금호산업,"6,850","-270","-3.8","220,377","1,523,557,140","7,110","7,150","6,840","250,942,379,400","0.01","36,633,924",,,
642,045970,코아시아,"9,500","-550","-5.5","509,586","4,805,862,470","9,970","10,100","9,130","249,421,208,000","0.01","26,254,864",,,
643,220630,해마로푸드서비스,"2,445","-115","-4.5","592,601","1,459,357,965","2,535","2,575","2,400","248,943,863,295","0.01","101,817,531",,,
644,217270,넵튠,"10,650","-450","-4.0","462,338","4,922,419,350","11,150","11,250","10,200","248,892,054,900","0.01","23,370,146",,,
645,012690,모나리자,"6,780","290","4.5","24,400,531","171,964,009,270","6,700","7,490","6,600","247,953,108,900","0.01","36,571,255",,,
646,161580,필옵틱스,"13,100","-600","-4.4","1,022,152","13,604,085,300","13,700","14,000","12,750","247,067,323,100","0.01","18,860,101",,,
647,002150,도화엔지니어링,"7,320","-330","-4.3","131,090","974,379,220","7,590","7,650","7,320","246,830,400,000","0.01","33,720,000",,,
648,005390,신성통상,"1,715","-95","-5.2","4,161,125","7,160,070,495","1,790","1,810","1,670","246,459,888,850","0.01","143,708,390",,,
649,00279K,아모레G3우(전환),"34,750","-900","-2.5","11,528","398,237,600","35,650","35,650","34,150","246,453,950,000","0.01","7,092,200",,,
650,110790,크리스에프앤씨,"20,900","-700","-3.2","14,046","294,609,550","22,000","22,050","20,500","244,853,532,000","0.01","11,715,480",,,
651,244460,올리패스,"15,200","-900","-5.6","155,621","2,447,032,550","16,150","16,650","15,050","242,728,815,200","0.01","15,969,001",,,
652,036530,S&T홀딩스,"14,850","0","0.0","18,960","282,108,700","15,000","15,050","14,700","242,112,707,100","0.01","16,303,886",,,
653,007860,서연,"10,300","-600","-5.5","1,896,180","19,781,851,350","10,800","11,250","10,050","241,842,393,200","0.01","23,479,844",,,
654,002020,코오롱,"19,150","-950","-4.7","106,273","2,047,283,700","20,000","20,000","18,800","241,796,057,900","0.01","12,626,426",,,
655,00104K,CJ4우(전환),"57,200","-1,900","-3.2","24,550","1,403,195,300","59,000","59,000","56,300","241,756,486,400","0.01","4,226,512",,,
